Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
60503.004,6.566,7.422,5.17,49155.509,1431517.358,"7409 William Mountains
Richardstad, MT 38781"
52282.121,6.926,6.784,3.05,45867.875,1137446.993,"03508 Shannon Vista Suite 305
Romantown, AL 15977-0442"
54293.14,4.703,6.936,4.23,49751.634,1010477.392,"79942 Timothy Estates
West Robert, AZ 69359"
64912.515,7.186,6.029,4.18,48685.421,1449033.432,"690 Susan Isle
Jonville, DE 37992-8552"
70213.646,5.914,5.83,3.26,34386.43,1064569.606,"8578 Michele Squares Apt. 349
East Bobbychester, MI 75471-8887"
48640.104,3.664,8.609,4.07,33381.239,607249.4233,"4600 Tara Meadow Suite 656
Fernandoport, MP 40164-1720"
64534.466,3.883,7.383,4.22,52933.673,1202227.957,"129 Webb Ports Apt. 539
Shortland, SD 64926-8296"
58337.23,5.234,5.684,2.18,38235.033,816813.5324,"021 Carroll Unions
Marthaborough, KS 52821-2523"
78845.762,6.2,5.646,2.3,54845.494,1598159.227,"92450 Aguilar Knolls Apt. 965
Austinburgh, OH 57848-9395"
74691.95,5.493,7.937,5.29,55403.093,1658381.006,"Unit 1785 Box 7504
DPO AP 49434"
68217.683,6.373,6.586,3.32,49240.84,1312093.361,"177 Hernandez Path Apt. 695
South Laurastad, ND 37599"
55306.142,6.126,6.41,4.06,32142.947,647982.6536,"38482 Thornton Parkway
Lake Oscar, SD 09937"
69012.77,6.982,9.841,5.09,33069.762,1492786.627,"87957 Higgins Circles
Joshuahaven, NJ 61021"
60846.618,4.072,7.667,3.16,28172.065,627733.7434,"43955 Vega Stravenue Apt. 071
North Alexandraview, MD 23855"
93838.098,4.267,8.545,5.5,44138.007,1827500.892,"Unit 8824 Box 5633
DPO AE 40792-0792"
78918.867,4.646,7.446,3.5,36711.623,1339254.727,"2130 Weiss Mountains Suite 020
West Jomouth, MT 03427"
83896.358,6.542,5.258,4.36,43672.629,1620949.437,"154 Erica Groves
Lake Kevinfort, MH 40258"
78501.861,6.901,6.904,3.18,34685.816,1637944.645,"024 Derrick Row Apt. 085
Christiemouth, NE 35543"
78239.406,4.565,7.035,3.05,36936.63,1216888.02,"12212 Fleming Streets
New Gregoryville, ME 23793"
70220.044,5.963,6.786,4.47,46222.459,1555497.546,"943 Reese Roads Apt. 389
Weavertown, AR 10413"
62184.539,4.926,7.428,6.22,26008.309,873048.3196,"62280 Taylor Drive Apt. 014
Sarahburgh, GU 68004"
68201.412,4.197,5.97,2.3,43468.164,846055.7174,"0339 Anderson Groves
South Joshua, GA 31409"
66862.877,7.485,6.234,3.49,15325.648,1028493.601,"6214 Smith Mill Suite 049
Foxland, NV 38613"
83638.117,7.014,7.002,4.29,24565.977,1569600.446,"7584 Karen Pike
Adambury, UT 30111"
81149.726,5.482,7.076,3.45,54929.67,1798232.803,"7490 Whitehead Mountain Apt. 278
Bassside, AS 53368-2196"
75318.694,4.642,8.753,3.45,33280.589,1402146.873,"03839 Edward Trail
Ashleyburgh, CT 52660"
50847.113,4.973,5.356,4.38,34763.704,398909.5099,"6908 King Underpass Suite 740
East Thomas, MP 29298"
70090.321,5.369,6.201,2.36,26390.811,933157.3392,"4626 Jones Shoals Apt. 257
North Kennethchester, PA 67461-9661"
63629.847,3.564,7.76,5.31,33517.686,712285.8256,"915 Brooks Orchard
Amandaville, GU 37093-9400"
67076.052,4.737,7.231,3.12,40406.515,1261927.419,"124 Kelly Brook
South Alanshire, WY 65658-5841"
61909.041,6.228,6.593,4.29,28953.925,1063964.288,"74706 Mary Parkway
Cummingsberg, NM 24516"
66623.692,5.924,6.942,2.03,47995.102,1302029.013,"USS Carr
FPO AE 77602"
82391.519,7.108,7.697,3.02,33232.342,1957891.588,"23958 Lisa Extensions Apt. 372
Bryantton, CO 76041-0639"
62917.321,5.469,6.025,2.14,36845.305,849153.1225,"7706 Sara Wells
Williamsonberg, MO 07089"
61214.741,7.099,7.519,6.25,32254.399,1070720.058,"06539 Powers Cliff
Port Brendaland, CO 15197"
55952.686,4.847,6.325,3.03,30758.279,714166.3978,"5368 Mccann Walks Suite 432
South Jessica, PA 51463-6950"
93993.4,6.146,5.14,3.29,37062.484,1441882.522,"7732 Renee Club Apt. 931
Fordland, FL 74775-2546"
69436.142,3.715,7.672,3.07,30884.956,693681.0044,"787 Jennifer Keys Suite 630
Huntfurt, RI 25704-8481"
67295.017,4.79,6.98,3.23,40190.099,1060123.73,"4099 Jennifer Mission
Michaelport, ND 68745"
77825.227,6.72,7.425,5.17,31439.971,1535262.441,"481 Fisher Bridge
East Christina, NV 36023-3431"
54432.457,6.883,8.003,5.38,41557.576,1454681.937,"6290 Hutchinson Mountains Suite 409
South Alan, NY 44686-8829"
58180.419,5.079,7.593,3.07,36506.977,1062593.483,"2066 Patricia Unions
Jeanton, OK 53946"
88904.338,6.846,6.438,2.42,41807.601,1907859.059,"00780 Rollins Locks Suite 785
Shawfurt, GU 97591-6490"
79442.506,6.301,5.983,2.45,4114.489,965318.6958,"479 Kevin Wells
Deborahview, ID 06062-1191"
67389.905,6.27,5.908,2.35,34710.206,1109639.996,"1004 Williams Tunnel
Crystalfurt, IL 10547-7173"
64381.08,5.785,6.575,3.2,44712.476,1118595.119,"935 Don Turnpike
Pattersonberg, AL 91146-7775"
70881.436,4.917,7.632,4.28,36040.207,1049661.039,"50791 Kim Harbor Suite 017
Lake Tony, NY 05606"
82859.592,8.09,6.927,4.41,60040.547,2294647.784,"75982 Ramos Locks Apt. 667
Nicoleview, SD 33738-0191"
66736.989,5.454,7.426,6.26,54086.902,1356062.104,"USNS Hoffman
FPO AA 74725"
66274.456,7.172,5.06,3.15,30082.069,989903.6448,"908 Anna View Apt. 406
Carolynberg, VA 74707"
64621.638,7.244,6.438,3.12,44288.087,1499243.168,"6947 Stevens Pass
Kennethfort, KY 66327"
67285.321,5.663,6.627,2.21,37956.294,1160246.73,"87390 Tanner Rest
East Stevenland, TX 41310"
69916.809,6.257,5.86,2.33,41686.413,1302347.574,"1075 Brian Ways Apt. 639
Lake Kristenburgh, CA 39801"
85802.968,6.16,6.858,4.17,26139.269,1553311.161,"056 Anthony Prairie Apt. 509
Patriciaberg, IA 29424-9623"
77459.758,4.282,5.98,4.48,37910.295,945252.1918,"58899 Bender Brooks
Kimberlyshire, GU 39917-0152"
69612.398,6.045,7.777,6.36,26489.313,1158697.6,"77466 Wu Heights Suite 176
Smithville, MH 19392-6412"
74898.659,7.33,4.878,3.45,32530.256,1261239.272,"48186 Pope Mews Apt. 453
Kellyside, ID 42041"
59483.933,6.531,6.963,3.21,38894.227,1257282.159,"4228 Sharon Field Apt. 583
North Jesus, AS 37342-9751"
68527.541,5.652,7.671,4.38,34977.452,1279464.647,"6618 Morales Forest
North Lindaville, VI 99688"
48278.86,5.257,7.436,6.43,51148.225,943854.7279,"USS Mcgee
FPO AA 02679-5689"
74333.535,6.638,5.408,2.1,41440.201,1404540.758,"5686 Diana Ports
Nguyenborough, NC 38005-1050"
91118.127,4.841,7.524,5.08,23038.45,1296636.271,"6557 Sawyer Ranch Apt. 584
Martinezborough, IN 50000"
75667.791,5.588,6.938,2.27,46782.385,1450996.038,"94271 Andrea Path
South Matthewborough, NJ 89881"
81754.914,5.753,8.066,4.04,42975.618,1654965.296,"8173 Blackburn Haven
Strongton, VA 38893"
62314.215,5.917,6.097,3.21,48263.035,1030866.952,"PSC 7074, Box 4818
APO AE 84281"
64421.251,7.383,5.106,4.14,42873.05,1204103.087,"0724 Brown Plains Apt. 690
Johnmouth, VA 90102"
68631.713,5.152,6.733,3.05,39635.829,1115721.687,"PSC 6229, Box 7831
APO AA 50489-4427"
60317.777,3.516,7.034,3.42,32276.034,606863.1415,"472 Lopez Stream
Lake Sheila, OK 00834-5775"
58387.977,6.716,7.392,3.02,28318.264,971174.9868,"742 Aaron Lock
North Christophermouth, NE 48483-1442"
62406.531,4.899,7.254,6.12,30541.099,1029855.714,"16888 Turner Trail
Gentrytown, MD 77676"
81025.448,5.888,6.387,4.02,25851.039,1246791.029,"073 Gary Forest
Leahstad, TX 29670-4461"
75951.573,6.074,5.057,2.33,35230.803,1146886.093,"92857 Robin Forks
Port Mary, LA 43895-7257"
73480.215,6.181,6.678,4.35,19481.385,1075550.215,"481 Marquez Plaza Suite 172
North Jeffreyborough, PA 66748"
67535.208,6.799,6.469,2.02,32375.826,1074263.317,"PSC 3192, Box 9068
APO AE 56262"
61577.428,6.544,6.848,2.27,34810.291,1115394.393,"900 Soto Extension
New Darrellview, NM 85693-1736"
73388.475,5.206,8.559,3.15,41648.109,1496210.216,"735 Miranda Harbor
Port Cathyside, ME 34166-0132"
57730.322,5.105,9.002,6.06,42451.306,1299991.951,"USCGC Watson
FPO AP 69692"
68101.124,7.411,6.279,4.07,29827.666,1446983.542,"899 Pearson Ramp Apt. 209
Port Troyhaven, FM 56837"
63513.467,6.232,6.677,4.11,46819.131,1257376.174,"USNS Parker
FPO AA 79651"
75866.042,6.259,6.259,2.48,36698.649,1549303.499,"480 Linda Mission
New Lisaside, MI 92286-9433"
58696.593,6.091,6.65,3.35,21434.064,828477.2913,"025 Vincent Station Suite 738
Carmenfurt, VT 53906"
76415.545,6.163,6.584,2.15,52719.916,1642011.345,"3134 Kimberly Way Suite 085
West Chase, NC 60049-0645"
71090.647,4.979,6.23,2.33,26030.464,847387.2058,"86862 Howell Meadow
South Ryanmouth, DE 44340"
67470.51,4.758,6.863,2.33,32200.515,968082.1645,"85776 John Ford Apt. 435
Kyleton, AR 58566-5621"
65244.876,7.729,7.01,6.03,39757.704,1495384.004,"82853 Wagner Pines Apt. 106
West Alicia, MI 56685-2380"
61249.567,4.178,6.395,3.16,30288.699,678721.8842,"9389 Mcdonald Road Suite 415
Jeffreyburgh, GA 90771"
77502.474,6.503,6.869,4.49,39075.64,1427551.145,"134 Lopez Garden
Lake Joseph, OR 06588-8797"
51445.187,6.841,7.483,5.16,44966.068,1093873.291,"PSC 6463, Box 8321
APO AP 72947-9628"
73956.991,6.886,6.251,2.33,46775.809,1653232.551,"4390 Deborah Turnpike Apt. 434
Antoniomouth, HI 12806-7266"
70221.362,5.197,6.994,3.15,39692.106,1178272.297,"9863 William Falls Apt. 516
New Roberttown, WA 07211-8762"
58354.574,5.516,6.428,3.18,35765.749,755843.709,"PSC 2237, Box 5511
APO AA 41584-3622"
79274.796,3.871,8.139,5.18,42773.613,1210366.529,"955 Reed Lake
Wilsonchester, MT 27473"
58195.289,5.917,6.54,2.33,31789.973,980231.2309,"1257 Jennifer Rest
Martinburgh, MT 41177"
68001.195,5.058,7.229,4.41,47116.064,1122083.251,"Unit 9831 Box 7128
DPO AA 54705"
80174.925,5.656,6.847,3.18,45233.329,1441376.394,"81230 Justin Turnpike
South Aaronborough, WI 19349-9757"
57160.202,6.893,6.922,3.13,43467.147,1251794.179,"15828 Marshall Stravenue Suite 199
East Matthewmouth, TN 71861-6319"
70799.773,6.213,7.322,5.06,33865.617,1257217.29,"4628 Robert Manor
North Larry, ID 51296"
95000.786,5.37,8.03,5.45,44202.656,1986811.17,"16355 Sullivan Turnpike
West Heather, ID 49211"
76808.344,7.422,6.74,4.21,31129.642,1550242.01,"8241 Mitchell Locks
East Wendy, UT 08784-8239"
63167.195,5.846,7.625,3.4,34317.499,1305127.336,"584 Baker Orchard
Whiteborough, CT 87008-0402"
68366.341,4.328,5.37,2.17,42522.594,940162.7245,"0252 Snyder Creek
Rogersshire, ME 28830-8921"
67920.18,5.639,7.161,3.5,15800.748,690958.5497,"12163 Kristen Lakes Apt. 445
Josephview, MA 92779-6662"
68803.552,4.293,8.043,5.21,39475.399,1153029.616,"194 Diaz Crest
Scottshire, MA 86812-1861"
62126.747,7.156,8.201,5.38,20803.693,1116487.357,"7831 Schultz Junctions Apt. 671
Masonland, OH 12987"
76398.384,7.028,6.354,3.42,39014.972,1534171.953,"76681 Mccoy Skyway
Petersonfort, OR 83665"
55510.472,6.334,8.051,4.24,26153.073,893435.1192,"8837 Louis Meadow Apt. 140
South Karenfurt, AL 47724-7760"
38734.005,5.642,6.298,2.31,38890.893,401148.5688,"4317 Heather Port
Hicksland, SC 77008-9209"
62245.74,4.944,8.402,6.14,44373.633,1290755.036,"356 Butler Knolls
Mcleanport, PA 86805"
88933.199,6.214,7.083,5.5,52976.31,1865071.41,"912 Torres Harbor Apt. 724
Greenbury, WI 91276-0346"
58229.769,4.685,7.855,5.03,44972.031,1251430.92,"19565 Figueroa Fords Suite 876
North Chasetown, GU 62357"
58282.1,6.422,5.521,3.05,49585.565,1133910.648,"8219 Morse Falls
Chapmanmouth, RI 85731-2255"
73689.428,5.477,8.57,4.02,49240.318,1688093.257,"0850 Lauren Estates
Samanthaburgh, OK 64160-5541"
61667.721,5.593,7.334,4.2,65184.578,1394132.241,"0563 Taylor Cove
Shelbystad, UT 27501"
78462.906,5.356,6.48,4.23,17227.907,923444.1448,"PSC 0651, Box 2521
APO AP 28493"
50857.097,5.513,8.531,3.26,40790.185,1131533.555,"USS Brown
FPO AA 43649-1893"
73331.551,6.669,7.085,3.15,42656.439,1475700.71,"711 Fernando Mews Apt. 275
Lynnshire, NC 83294-4804"
52541.32,4.885,7.226,3.2,41258.262,842985.8529,"40374 Larry Spur Apt. 429
North Amber, DC 93748"
77922.986,5.932,5.629,4.4,36561.833,1327718.382,"9889 John Extensions Apt. 232
West Jasonberg, PA 30956"
68811.672,6.468,6.497,2.02,33910.831,1220700.696,"Unit 7703 Box 0736
DPO AA 91775-6852"
55421.169,8.224,7.527,3.07,30995.21,1403176.429,"3700 James Highway
Daniellebury, WI 06049"
68776.667,6.106,7.493,4.43,37986.702,1331656.494,"PSC 2952, Box 6680
APO AE 73430"
55691.501,4.589,7.854,4.18,44019.212,1051567.946,"7654 Kayla Parkways
Gomezstad, NH 48123"
72654.573,6.106,8.339,3.23,51456.151,1813857.826,"USS Moore
FPO AP 39142"
67362.464,5.882,7.006,4.21,32363.38,1041237.817,"388 Kelly Spur Suite 956
Salinasfort, OR 53877-4267"
90864,6.314,6.37,2.44,41837.475,1746086.989,"23499 Lara Meadow Apt. 882
Brownburgh, NM 92521-4124"
69173.672,6.306,6.148,4.03,44935.378,1412881.784,"596 Jonathan Terrace Apt. 972
Cartershire, NC 82929-1041"
85592.382,5.583,7.827,6.46,25670.379,1557626.781,"0504 Le Fields
New Amyshire, KY 70651-2966"
61625.059,7.048,7.458,3.1,52850.413,1797105.103,"66367 Sandra Oval
East Brendaville, NC 08689"
65197.995,6.811,5.618,4.18,28162.441,923246.8621,"86068 James Groves Apt. 998
Jonesborough, NM 97927"
76009.297,4.75,5.387,3.3,26888.409,834185.5784,"1580 Brandi Ford
North Karen, PW 02982-7846"
69421.032,7.799,6.859,2.46,38962.023,1603749.984,"039 Burns Trace Suite 618
Taylormouth, SD 14667"
79348.437,5.969,5.815,3.09,50519.29,1510996.435,"Unit 2349 Box 1392
DPO AA 18318-6109"
81239.174,5.889,7.76,4.04,27384.865,1496539.313,"41013 Christopher Village
South Davidfurt, MP 49129-9503"
71348.467,5.628,8.093,5.47,45263.035,1447325.64,"PSC 2341, Box 5265
APO AE 46820"
76024.767,6.702,8.574,5.5,16619.269,1361841.952,"63357 Drake Heights
Aaronberg, HI 66008-8580"
62421.969,6.165,7.085,5.48,50370.063,1409977.131,"97231 Rice Motorway Apt. 065
North Brenda, VI 95161"
85192.742,6.501,6.889,2.22,22850.063,1534111.581,"6386 Palmer Underpass Suite 102
Port Jackborough, TX 42754-8619"
76113.367,5.626,7.068,6.13,46903.737,1484688.234,"6611 Baker Place
Alexmouth, LA 22246"
75767.703,5.633,8.299,3.37,27444.586,1379169.449,"0627 Jonathan Spurs Apt. 121
Harveystad, VI 29375-3726"
78070.074,4.444,8.404,3.24,60023.361,1884385.65,"645 Bennett Club
Port Charles, CA 38269"
70965.068,4.999,7.46,6.26,15482.452,856383.5014,"69799 Acevedo Mountain Suite 337
Edwardport, FM 81015-7307"
83016.431,6.817,6.313,3.46,34140.168,1689512.18,"04706 Perkins Stravenue
South Thomasbury, NM 73947-3435"
71105.292,5.96,7.779,4.49,48457.021,1640185.798,"595 Alyssa Ranch
Rachelport, FM 60462-6623"
42814.993,5.248,6.081,4.02,41426.39,452530.1767,"8901 Thomas Walk Suite 251
East Stephanieburgh, MN 68081"
68071.433,4.865,6.109,3.39,35525.876,980145.7829,"4137 Sanchez Branch
Knightfort, TN 47663-5001"
72992.361,4.879,7.599,5.02,35123.383,1449409.436,"956 Chavez Canyon
East Sandra, MA 67391-6972"
60912.716,4.816,6.824,3.17,41100.33,814784.2457,"718 Steve Junctions
Lake Jenniferfurt, PW 52439"
70670.584,7.599,7.947,5.13,40022.343,1735637.414,"4708 Jonathan Trail Apt. 793
West Marcus, FM 14768-4079"
52308.336,6.852,5.532,3.49,35703.992,964924.4933,"997 Brittany Islands
South Jon, PW 69252-2681"
68210.63,6.556,7.355,5.37,52591.357,1490718.335,"3230 Lisa Oval
Port Andrew, VT 16432-9135"
69380.011,5.72,8.022,5.18,28115.603,1086186.428,"68217 Timothy Burg
Steveton, AZ 92285"
80366.375,6.614,7.308,4.31,42775.983,1759180.044,"Unit 4778 Box 1424
DPO AP 88852"
74775.22,5.759,6.797,2.06,36903.308,1315828.86,"48865 Reynolds Fork Suite 552
Port Jason, MO 71699-7477"
65210.242,6.406,7.542,3.11,39286.158,1137685.116,"436 Richardson Crest Apt. 137
Millermouth, IN 67939-9639"
77336.031,6.203,6.273,4.43,30222.691,1446155.18,"95648 Fleming Plains Suite 220
Patriciaview, GA 57597"
72661.75,6.472,6.971,4.18,47048.49,1602903.281,"60113 Meredith Roads
Joeburgh, WY 76237-8977"
78656.378,5.401,7.632,3.13,30157.63,1440246.33,"764 Dawn Skyway
East Robinchester, WV 77718"
63824.395,4.992,5.004,4,40086.459,800146.2261,"30812 Castillo Flat
East Danielland, HI 03252-6464"
74625.745,5.154,9.035,4.44,35548.652,1491538.499,"490 Michael Junctions Suite 275
North Emily, WI 26740"
60749.234,6.465,6.169,3.25,32891.159,969323.4858,"USCGC Robertson
FPO AP 21275"
68780.907,5.159,7.748,6.2,36591.957,1055772.871,"01954 Moss Forge Suite 859
Josephburgh, IA 25596"
68923.685,6.647,6.582,4.29,40903.559,1299430.176,"USS Shelton
FPO AA 07065"
70190.796,6.745,6.663,2.01,29215.136,1340094.966,"USNS Brandt
FPO AE 72594"
86690.873,6.26,6.676,3.23,42589.624,1723729.655,"7459 Jasmine Brook Suite 688
Hallmouth, ME 52705-6457"
68935.22,5.535,7.411,5.48,37908.347,1214104.934,"863 Molly Cape
West Brandon, PW 07487-9904"
56851.996,5.442,5.854,2.21,23915.564,393639.074,"8554 Shannon Port Suite 807
West Cory, PR 35359-9079"
51586.274,7.611,6.928,3.47,55449.407,1472539.958,"3610 Spears Dam Suite 970
Phillipsberg, OK 85163"
58276.581,4.364,5.848,4.01,31457.043,502553.0522,"63387 Hunter Unions Suite 904
West Lisatown, HI 54243-3440"
82713.911,6.448,4.584,4.29,29936.397,1296223.706,"90307 Mercer Loaf
Jessicaport, MH 44061"
73451.091,5.968,5.907,2.1,49251.808,1342814.949,"117 Vargas Burgs
Alexanderport, TN 32519-8521"
69667.179,7.257,6.574,4.42,53056.062,1698219.757,"71045 Wilkinson Walks Apt. 656
Port Lisachester, OK 32903"
59375.187,4.611,7.568,4.41,20794.821,555504.1478,"4323 Leonard Stravenue
Gardnerburgh, MP 91589-9726"
66036.737,5.805,7.143,3.02,45577.302,1298980.829,"336 Sawyer Pines Suite 106
North Erin, AR 00934-8650"
65885.136,7.653,6.196,4.02,34100.917,1440736.583,"8365 Larry Forge Apt. 554
Port Matthew, NE 74887"
77417.223,5.664,7.581,6.29,26527.298,1145351.161,"286 Michael Knoll
Port Michael, OH 62328-6328"
78276.402,6.813,6.997,4.23,29483.359,1546957.226,"450 Page Crest
South Heidi, DE 92809"
67160.85,6.444,6.861,2.12,33805.326,1070818.731,"987 Carl Ports Apt. 028
Chandlerview, TX 89287-8685"
81835.864,7.749,5.842,3.34,51039.388,1993453.673,"46894 Michelle Fork
Port Colleen, PW 76332-1744"
61426.001,4.143,6.484,3.32,45701.333,891981.0976,"2291 Jones Station Apt. 757
New Rebeccatown, AS 24105-2384"
80889.669,6.614,7.993,6.18,12513.682,1443842.023,"98428 Monica Shoal
South Jenna, TX 35776"
91458.327,4.136,5.984,2.31,34252.729,1305219.521,"Unit 2532 Box 5871
DPO AE 51767-2366"
59119.586,5.464,7.733,6.42,45539.122,1238708.76,"049 Derek Knoll Apt. 118
Marytown, NC 61057"
77413.928,6.205,6.55,3.21,28795.12,1241386.737,"0271 Charles Vista
Sarahshire, MI 37710-8022"
60421.754,5.633,5.781,4.07,32754.831,849008.7047,"330 Alexander Square
North Allison, NV 01942-2914"
79354.05,6.985,8.146,6.22,39092.185,1656785.448,"0498 Alexander Overpass
Joshuaville, MT 11328-4143"
63151.163,8.381,9.922,5.04,42266.293,1896650.323,"4586 David Island
Sandersburgh, TX 07931-0591"
68805.021,6.096,8.126,6.37,40744.092,1300362.028,"416 Cesar Points Suite 572
Smithmouth, AK 47239-2228"
78032.882,3.785,7.619,4.24,35334.634,1159749.09,"60085 Susan Estates
West Scott, ND 84226-4430"
76071.786,7.166,6.861,2.05,15586.357,1263743.971,"31864 Weber Cove Suite 484
Kathleenstad, NH 70281-4202"
63334.566,6.907,7.286,6.25,35638.538,1292643.52,"043 Levy Plain Apt. 586
North Clayton, SD 31784-8280"
63650.857,5.656,8.037,3.4,46457.019,1357710.965,"3510 Glenda View Apt. 004
North Christophermouth, FL 30385"
66181.917,4.821,6.545,3.14,25337.012,945551.1489,"4294 Daniel Neck
Martinborough, NC 04514-2585"
71717.191,6.143,7.709,5.24,51974.84,1572099.69,"51468 Steven Trail Suite 566
Meyerport, KS 32334-6586"
74419.536,7.814,8.469,3.31,48591.393,2019424.222,"80827 Horn Trafficway
Bennettchester, MP 35450-9947"
59289.685,6.587,5.529,4.28,29496.946,831471.5304,"85911 West Well
Burtonstad, IA 99972-6931"
72197.378,7.062,5.734,3.03,34598.98,1408347.445,"4783 Jennifer Meadows Suite 186
North Stephen, GU 36942-4885"
69423.929,5.837,6.704,2.3,36409.132,1154126.216,"6528 White Square
Morganchester, SD 63083"
64231.684,4.311,8.747,5.32,59717.67,1521085.472,"62063 Jenna Ridges
Smithland, WI 17529"
66005.311,4.987,9.369,4.13,43283.934,1522143.641,"22665 Jessica Throughway Apt. 390
North Jameshaven, DE 64126-7821"
82943.889,6.021,6.278,4.25,50524.737,1528714.305,"288 Connie Inlet Apt. 174
North Lindsey, DC 20956"
71735.979,5.907,7.077,4.2,38244.581,1289042.121,"901 Pierce Club
West Brian, SD 21090"
57319.953,6.736,7.31,6.19,44738.396,1222799.34,"22200 Hughes Village
Richardsport, VT 50473-9001"
72363.204,4.51,4.525,3.03,42543.54,792174.1738,"6294 Jackson Plaza Apt. 411
Franklinchester, MT 96407"
87678.163,5.057,7.713,3.16,43805.522,1753967.477,"7414 Beard Manor Suite 260
Port Kristy, WA 33392"
66404.166,6.206,6.2,4.5,35977.319,1149524.699,"0884 Kristin Springs
South Jason, FM 79281-6866"
94295.663,5.079,7.255,6.43,46014.582,1876497.269,"0245 Baldwin Valleys
East Josephchester, MN 00307-8576"
60891.732,6.591,6.317,3.19,41217.117,1045348.23,"0574 David Row
South Jacquelineshire, ME 75494-4722"
82264.145,4.759,6.423,3.46,37581.053,1323300.72,"02860 Fox Viaduct Suite 927
Chelseaport, UT 08834"
58666.226,5.419,6.459,2.45,48132.619,997239.7078,"7167 Evans Overpass Suite 834
Williamberg, HI 94685-5629"
62497.329,7.286,7.465,4.09,27485.243,1204939.904,"1789 Snyder Port Suite 392
Lake Robert, AS 27698-2480"
84226.166,7.981,7.934,5.01,30167.233,1877941.971,"725 Wood Flats
Lake Josephtown, MO 38832-8878"
74380.943,5.331,7.643,3.02,37315.788,1245053.433,"3391 Hatfield Stream
Josephton, NE 91925"
73753.739,5.578,6.161,2.42,24970.706,1165990.604,"333 Mary Street Apt. 931
Angelaville, GA 51083-5763"
76355.744,4.767,7.124,4.23,50209.551,1517152.585,"339 Bailey Stravenue
Port Tamara, PR 70841-5526"
59024.711,5.483,6.066,3.36,36271.53,847767.9216,"790 Laura Fork
South Hannah, ND 34025"
54241.458,6.687,7.035,3.3,38997.784,1012269.469,"7573 Huff Cape
West Holly, WV 38470-4186"
90493.598,4.607,6.532,2.48,45211.008,1439431.453,"03593 Jones Vista Suite 122
Greenemouth, MN 37932-3294"
82665.225,6.562,6.345,2.44,35513.458,1461511.881,"37163 Bryan Courts Apt. 150
Gregoryfurt, TN 82754"
